#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	MpegtsDetect
#open	2024-11-04-15-39-02
#fields	packet_time	source_ip	source_port	receive_ip	receive_port	payload_size	valid
#types	time	addr	port	addr	port	int	string
1730731142.417626	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.417844	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.417844	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.417971	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418221	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418221	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418221	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418221	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418221	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418222	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418222	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418222	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418281	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418281	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418282	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418533	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418533	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418533	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418533	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418534	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418534	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418534	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418534	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418597	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418597	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418597	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418597	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418597	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418597	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418597	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418598	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418642	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418643	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418643	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418910	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418910	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418910	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418910	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418910	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418910	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418911	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418911	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418972	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418972	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418972	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.418973	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419012	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419265	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419266	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419266	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419266	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419266	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419266	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419266	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419267	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419343	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419343	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419344	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419344	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419382	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419382	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419562	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419562	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419563	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419563	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419563	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419563	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419739	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419739	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419739	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419740	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419740	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419740	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419740	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419901	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419902	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419902	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419902	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419902	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419902	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.419902	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420073	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420073	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420074	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420074	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420074	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420074	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420074	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420074	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420121	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420121	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420121	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420242	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420242	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420243	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420243	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420416	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420416	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420416	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420416	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420416	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420416	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420417	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420417	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420462	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420462	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420462	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420587	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420588	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420588	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420588	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420588	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420588	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420762	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420762	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420762	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420762	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420762	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420762	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420762	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420763	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420810	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420810	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420810	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420932	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420932	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420933	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420933	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420933	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420933	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.420933	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421105	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421105	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421105	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421105	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421105	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421105	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421106	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421106	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421151	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421151	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421281	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421282	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421282	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421282	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421282	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421282	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421457	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421457	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421457	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421457	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421458	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421458	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421458	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421458	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421535	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421535	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421535	10.0.0.1	60586	10.0.0.2	5555	1316	true
1730731142.421535	10.0.0.1	60586	10.0.0.2	5555	1316	true
